1_s1	2019-05-20T17:29:44.770750
2_s1	2019-05-20T17:29:47.437135
3_s1	2019-05-20T17:29:49.636718
4_s1	2019-05-20T17:29:53.001708
5_s1	2019-05-20T17:29:58.600509
6_s1	2019-05-20T17:29:59.804924
7_s1	2019-05-20T17:30:01.018117
8_s1	2019-05-20T17:30:02.235615
9_s1	2019-05-20T17:33:59.223638
10_s1	2019-05-20T17:34:01.086557
11_s1	2019-05-20T17:34:42.987323
12_s1	2019-05-20T17:34:44.191765
13_s1	2019-05-20T17:34:47.381297
14_s1	2019-05-20T17:34:48.582305
15_s1	2019-05-20T17:34:49.782551
16_s1	2019-05-20T17:34:54.979392
17_s1	2019-05-20T17:34:56.288379
18_s1	2019-05-20T17:34:59.020537
19_s1	2019-05-20T17:35:00.201154
20_s1	2019-05-20T17:35:01.379889
21_s1	2019-05-20T17:35:02.578529
22_s1	2019-05-20T17:35:03.753838
23_s1	2019-05-20T17:35:04.958218
24_s1	2019-05-20T17:35:06.161582
25_s1	2019-05-20T17:35:07.361117
26_s1	2019-05-20T17:35:08.561864
27_s1	2019-05-20T17:35:09.762559
28_s1	2019-05-20T17:35:10.999127
29_s1	2019-05-20T17:35:12.199879
30_s1	2019-05-20T17:35:52.486288
31_s1	2019-05-20T17:35:53.954305
32_s1	2019-05-20T17:35:57.942231
33_s1	2019-05-20T17:35:59.209981
34_s1	2019-05-20T17:36:00.709783
35_s1	2019-05-20T17:36:01.910460
36_s1	2019-05-20T17:36:03.675648
37_s1	2019-05-20T17:36:04.944694
38_s1	2019-05-20T17:37:05.333821
39_s2	2019-05-20T17:37:06.540287
40_s1	2019-05-20T17:37:07.735317
41_s1	2019-05-20T17:37:08.933840
42_s1	2019-05-20T17:37:14.034925
43_s2	2019-05-20T17:37:15.236940
44_s1	2019-05-20T17:37:16.447371
45_s1	2019-05-20T17:37:17.667280
46_s1	2019-05-20T17:37:18.869452
47_s1	2019-05-20T17:37:20.073304
48_s1	2019-05-20T17:37:21.273790
49_s1	2019-05-20T17:37:22.472466
50_s1	2019-05-20T17:37:23.672292
51_s1	2019-05-20T17:37:24.880048
